"Статистик үзүүлэлт","Аймаг","Хүйс","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"40-44","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","1,569","2,210","1,896","1,598","1,494","1,782","1,741","1,510","1,572","1,574","1,934","819","1,760","2,044","1,617"
"40-44","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","2,398","1,829","1,528","1,490","2,171","2,254","2,223","2,007","2,567","2,039","1,692","1,816","2,097","2,146","3,715"
"40-44","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","2,152","1,983","2,304","1,981","2,287","2,067","2,275","2,248","2,160","1,883","2,216","2,635","2,062","1,481","2,907"
"40-44","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","2,949","3,638","3,377","2,439","2,957","3,227","3,229","3,268","4,338","3,952","3,106","1,047","3,283","1,781","1,050"
"40-44","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","3,718","3,907","3,468","2,518","3,392","2,554","3,559","2,765","2,835","3,448","3,200","1,755","1,328","1,531","1,509"
"40-44","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","1,934","2,800","4,177","3,293","3,087","2,912","2,888","3,588","3,180","3,013","4,373","2,091","1,891","3,524","4,763"
"40-44","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","2,745","2,577","3,129","3,199","2,585","2,838","3,159","3,620","3,007","2,964","4,942","2,200","2,265","2,322","2,896"
"40-44","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","1,444","1,591","1,580","1,381","1,621","2,051","2,158","2,114","2,558","2,280","1,988","2,586","2,629","2,051","3,936"
"40-44","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","1,373","2,191","1,999","1,590","1,635","2,282","2,893","2,124","1,905","2,011","1,432","2,221","2,186","2,108","3,031"
"40-44","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","1,960","1,898","1,644","2,209","1,736","1,983","1,987","2,109","1,870","2,299","1,874","787","2,645","1,859","2,129"
"40-44","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","1,643","1,956","1,498","1,985","1,606","1,876","2,185","2,211","1,813","2,233","2,462","1,328","2,717","2,238","2,876"
"40-44","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","1,539","1,228","3,653","1,587","2,885","2,285","2,646","2,671","2,208","3,130","2,834","2,035","3,182","3,661","2,371"
"40-44","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","1,790","1,327","1,802","1,798","2,815","2,594","2,755","2,430","2,521","2,578","2,974","2,836","2,845","3,408","3,243"
"40-44","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","28,283","27,013","26,355","25,228","33,254","32,722","36,466","36,423","46,443","46,365","41,745","41,585","27,945","42,601","42,170"
"40-44","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","29,246","29,753","25,843","26,433","31,643","32,715","32,975","33,561","44,335","42,339","37,766","42,246","32,624","37,066","39,096"
"40-44","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42,601","42,170"
"40-44","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37,066","39,096"
"40-44","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","2,163","2,713","2,606","2,217","3,272","3,836","4,328","5,461","5,534","4,810","4,875","3,930","4,788","7,004","6,044"
"40-44","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","2,778","2,744","2,641","2,367","3,052","4,100","3,209","4,946","6,455","5,030","5,347","6,222","3,069","5,038","5,900"
"40-44","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","973","1,098","1,263","679","1,071","1,015","678","676","861","641","2,591","1,048","735","1,058","673"
"40-44","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","779","1,252","1,345","1,190","1,132","948","877","939","762","775","1,760","1,731","886","1,161","496"
"40-44","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","7,292","6,646","5,461","5,988","7,623","5,307","8,583","8,959","13,417","13,957","13,842","8,536","5,293","10,197","9,553"
"40-44","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","6,467","6,135","4,963","5,867","7,920","5,721","6,476","7,680","13,063","11,345","11,536","9,374","8,381","9,517","9,363"
"40-44","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","888","1,202","968","306","993","792","1,170","834","922","956","","","","1,064","1,468"
"40-44","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","808","1,088","790","528","732","919","1,095","1,488","1,025","1,106","","","","1,264","1,121"
"40-44","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","4,711","3,988","4,582","4,332","6,181","7,362","6,428","5,631","7,286","5,331","4,211","9,257","7,556","6,715","5,308"
"40-44","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","5,705","4,734","5,358","4,636","6,096","7,019","5,337","4,665","5,865","6,182","4,784","4,629","4,082","5,087","7,297"
"40-44","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","3,715","3,193","2,901","3,696","3,218","4,160","3,504","3,027","3,969","4,352","3,347","2,561","2,562","2,972","4,798"
"40-44","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","3,224","4,292","2,854","3,753","3,488","3,093","3,487","2,265","4,096","4,427","5,082","5,633","4,477","3,736","4,014"
"40-44","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","2,494","2,895","2,762","3,070","3,846","3,421","3,186","3,996","3,970","4,028","4,759","4,149","2,149","4,233","3,016"
"40-44","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","3,149","3,199","2,635","3,803","3,032","3,181","4,219","4,306","4,347","3,979","4,115","3,898","4,425","2,490","2,849"
"40-44","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","6,047","5,278","5,812","4,940","7,050","6,829","8,589","7,839","10,484","12,290","8,120","12,104","4,861","9,358","11,309"
"40-44","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","6,336","6,309","5,257","4,289","6,191","7,734","8,275","7,272","8,722","9,495","5,142","10,759","7,303","8,773","8,056"
"45-49","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","73,657","73,177","71,727","66,143","74,809","73,107","76,661","79,276","87,108","89,278","84,108","80,427","76,113","85,964","81,572"
"45-49","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","79,135","72,615","76,580","69,615","76,245","79,927","83,617","84,589","89,447","93,018","82,020","88,260","76,500","84,444","86,835"
"45-49","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","2,279","2,341","3,196","2,067","2,535","2,763","2,405","2,679","3,587","3,993","1,588","1,964","1,804","3,211","3,235"
"45-49","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","2,584","1,905","2,705","2,294","2,472","2,887","2,829","2,956","2,757","4,443","1,700","2,805","900","2,290","2,265"
"45-49","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","1,336","1,802","1,542","1,496","1,553","1,832","2,086","1,357","1,691","2,462","2,145","1,623","1,389","1,502","1,574"
"45-49","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","2,261","1,113","1,820","1,370","1,375","1,953","2,071","1,713","1,393","2,234","2,182","1,868","2,341","1,462","2,057"
"45-49","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","2,187","2,716","2,597","2,755","2,140","1,771","2,100","2,361","2,301","2,386","2,147","2,299","2,500","2,909","3,053"
"45-49","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","2,592","2,940","2,624","2,611","2,063","2,971","2,738","2,154","2,617","2,822","2,663","3,381","1,876","1,418","1,504"
"45-49","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","3,170","2,857","3,213","2,715","2,795","2,424","1,920","2,448","2,589","2,500","2,689","1,339","3,597","3,106","1,918"
"45-49","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","2,174","2,628","3,038","3,428","2,628","2,737","2,601","2,989","2,632","2,909","2,799","2,316","3,198","3,085","1,797"
"45-49","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","2,596","2,648","3,102","2,053","2,633","2,066","2,895","2,437","2,554","2,855","1,645","2,339","3,179","4,224","2,186"
"45-49","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","2,235","2,550","2,696","1,729","2,739","1,867","2,923","3,356","2,041","2,259","2,709","1,678","1,763","2,954","1,601"
"45-49","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","2,640","3,793","3,743","2,348","3,209","2,977","3,815","3,351","3,610","3,329","2,195","3,672","4,815","4,198","1,791"
"45-49","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","1,370","3,001","3,724","2,308","3,325","3,714","3,339","2,611","2,730","3,718","1,909","3,426","3,312","4,024","2,578"
"45-49","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","1,747","2,193","2,516","1,991","2,123","2,208","2,548","2,512","3,002","2,917","2,277","3,330","1,396","2,588","2,808"
"45-49","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","2,521","1,801","2,622","1,952","2,406","2,387","1,868","2,968","2,935","3,524","1,758","4,039","1,698","3,977","3,022"
"45-49","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","2,179","2,552","1,771","1,940","2,165","2,103","1,712","1,552","2,361","2,075","2,311","1,040","2,235","1,771","1,542"
"45-49","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","1,828","2,832","1,557","1,343","2,463","2,245","1,944","1,297","2,081","2,243","2,565","1,758","1,303","2,609","2,577"
"45-49","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","2,858","2,624","1,876","2,589","2,923","3,126","2,355","3,374","2,834","2,338","2,681","2,222","2,969","2,253","1,907"
"45-49","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","3,044","3,031","2,334","2,933","2,803","3,646","2,708","3,094","2,991","3,898","3,234","3,033","2,654","2,264","2,788"
"45-49","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","3,699","3,018","3,389","3,935","3,124","3,178","3,489","2,860","4,470","3,741","2,761","2,598","2,497","2,641","2,389"
"45-49","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","3,510","2,939","3,205","3,215","3,240","3,073","3,313","2,856","4,228","3,472","2,157","2,265","2,911","2,643","3,012"
"45-49","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","4,481","3,553","3,413","3,154","3,490","3,414","4,162","3,563","3,269","4,897","2,147","2,420","1,440","3,366","2,441"
"45-49","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","3,779","4,118","4,082","3,839","3,629","3,420","3,280","3,620","4,024","4,284","3,082","2,572","3,408","4,295","6,149"
"45-49","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","577","255","354","125","305","258","265","278","406","731","344","679","307","482","424"
"45-49","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","168","373","394","247","423","350","458","346","515","716","604","429","673","757","578"
"45-49","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","2,965","2,461","2,456","2,084","2,803","2,646","2,606","2,415","2,633","3,111","3,414","2,584","2,376","3,082","2,715"
"45-49","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","3,348","2,575","2,735","2,216","2,256","2,673","3,004","2,523","2,749","2,632","2,966","4,382","3,621","2,525","2,218"
"45-49","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","1,443","1,838","1,191","1,732","1,971","1,553","1,737","1,816","2,572","1,952","3,208","2,625","2,418","2,089","1,944"
"45-49","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","1,447","1,885","1,150","1,467","1,773","1,537","1,802","1,990","1,939","1,670","3,017","1,134","1,574","2,860","2,299"
"45-49","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","1,608","2,431","1,442","1,383","1,523","1,353","1,478","1,360","1,386","1,546","1,446","1,095","1,046","2,086","1,551"
"45-49","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","1,676","1,749","1,143","1,440","1,458","1,554","1,123","1,756","1,491","1,615","1,502","1,622","1,365","1,968","1,885"
"45-49","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","1,515","1,254","1,339","1,528","1,484","1,726","1,564","2,364","2,099","2,251","2,351","2,048","1,333","2,398","2,059"
"45-49","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","2,140","1,539","1,629","986","1,148","2,273","2,354","1,988","2,339","3,017","1,379","1,343","1,359","1,366","940"
"45-49","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","3,443","3,042","2,891","2,851","3,249","2,616","3,039","2,480","3,767","3,166","3,155","2,378","1,872","1,709","2,239"
"45-49","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","4,010","3,176","3,008","3,024","2,727","2,630","2,636","2,964","4,663","4,117","2,816","1,925","2,480","1,151","1,740"
"45-49","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","2,969","2,721","3,097","2,546","2,283","2,339","3,512","2,768","3,121","3,263","3,628","2,294","2,787","2,499","1,442"
"45-49","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","3,937","2,816","3,201","2,672","2,740","3,398","3,639","3,430","2,901","4,546","2,839","3,354","1,977","2,826","2,732"
"45-49","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","1,575","1,702","1,685","1,212","986","1,861","1,320","2,067","1,673","1,872","1,573","2,105","1,303","1,342","2,588"
"45-49","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","1,359","1,976","1,890","1,417","1,680","1,765","1,801","2,228","2,832","1,758","2,864","3,205","3,126","1,736","1,928"
"45-49","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","1,338","1,844","1,448","1,540","1,340","1,623","1,590","1,826","1,697","2,125","2,255","2,354","1,829","1,240","2,202"
"45-49","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","1,725","1,566","2,229","1,634","1,417","1,631","1,262","1,910","1,918","1,435","1,813","2,431","1,803","1,339","2,173"
"45-49","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","1,726","872","1,334","1,452","2,359","2,558","2,253","2,375","1,741","2,066","2,561","2,086","2,233","2,081","2,657"
"45-49","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","1,661","1,614","1,879","1,725","2,309","2,522","2,643","2,230","2,148","2,185","2,596","2,150","1,630","2,213","2,907"
"45-49","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","25,326","24,660","24,132","22,647","27,816","26,712","27,810","31,033","33,745","33,702","35,587","35,333","30,789","35,188","36,906"
"45-49","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","29,766","24,488","26,915","25,765","29,171","28,694","33,281","33,610","35,523","33,521","32,866","37,144","31,529","34,682","38,084"
"45-49","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35,188","36,906"
"45-49","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34,682","38,084"
"45-49","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","2,763","2,502","2,059","2,261","2,452","3,437","3,183","4,186","3,600","3,721","5,662","3,930","8,878","3,564","3,453"
"45-49","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","2,039","2,708","2,653","2,942","2,615","3,090","4,013","4,873","4,333","4,157","2,988","1,965","6,492","5,653","6,476"
"45-49","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","600","817","899","919","746","729","756","680","743","738","1,001","1,048","878","975","528"
"45-49","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","411","433","1,003","958","784","884","1,047","717","787","909","1,318","1,842","1,957","566","1,082"
"45-49","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","5,196","5,881","5,034","5,693","7,637","7,352","5,646","6,910","12,013","7,418","6,612","7,198","8,391","8,498","12,418"
"45-49","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","6,553","5,634","6,573","6,236","7,412","6,933","6,580","9,107","9,049","8,607","6,304","8,035","7,178","5,948","11,843"
"45-49","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","808","616","778","267","500","817","895","1,106","1,041","834","","","","532","1,438"
"45-49","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","321","733","584","356","760","808","1,126","993","1,052","832","","","","432","1,020"
"45-49","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","3,769","3,401","4,229","3,604","5,148","4,405","4,225","4,481","4,143","5,550","3,442","7,446","3,474","5,901","5,861"
"45-49","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","4,051","3,410","4,478","3,842","5,736","5,249","5,079","5,079","5,786","5,620","3,253","9,257","3,878","6,003","4,645"
"45-49","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","2,409","3,452","2,855","2,971","3,052","2,232","3,261","3,754","3,676","3,494","3,717","4,097","3,193","4,840","3,840"
"45-49","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","4,713","3,514","4,229","3,491","2,971","3,504","3,484","2,737","3,829","3,684","4,214","5,377","2,811","4,161","2,792"
"45-49","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","2,855","2,699","3,237","3,267","2,977","2,836","3,331","2,348","2,779","3,855","2,701","3,395","2,021","3,569","3,017"
"45-49","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","3,737","2,782","2,202","3,948","3,967","2,803","4,074","2,962","3,418","3,230","4,503","3,646","2,526","4,316","3,100"
"45-49","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","6,926","5,292","5,041","3,665","5,304","4,904","6,513","7,568","5,750","8,092","12,452","8,219","3,955","7,311","6,351"
"45-49","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","7,941","5,274","5,193","3,992","4,926","5,423","7,878","7,142","7,269","6,482","10,286","7,022","6,687","7,603","7,125"
"50-54","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","44,709","50,587","51,211","48,263","51,303","58,120","61,766","64,852","71,689","71,098","60,515","58,347","58,514","59,777","65,168"
"50-54","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","39,808","44,353","43,036","49,151","55,556","54,180","57,889","60,700","71,469","71,353","63,154","61,702","67,635","66,874","73,596"
"50-54","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","1,426","1,318","2,104","1,723","1,688","1,834","2,419","2,043","1,972","2,408","1,737","2,114","1,298","1,945","2,249"
"50-54","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","1,238","1,347","1,690","1,681","1,489","1,640","1,829","1,962","1,970","2,625","1,982","837","1,128","1,762","2,637"
"50-54","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","1,868","983","908","1,023","976","1,268","1,260","1,339","1,324","1,564","1,810","1,008","1,339","971","711"
"50-54","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","1,158","1,555","1,032","1,416","1,249","1,366","1,540","1,254","1,427","1,588","1,222","1,089","1,677","973","1,220"
"50-54","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","1,124","2,003","1,827","1,866","1,569","2,557","1,495","1,849","1,902","1,764","1,094","1,692","1,617","1,416","1,725"
"50-54","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","786","1,379","1,128","2,139","1,608","2,111","1,731","1,545","1,697","1,884","1,192","1,780","1,473","3,308","2,776"
"50-54","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","1,460","1,355","1,820","2,092","1,847","2,330","2,503","1,664","2,241","2,750","2,196","1,771","2,667","1,232","1,592"
"50-54","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","1,769","1,727","1,292","1,510","1,494","1,901","1,934","1,166","1,702","1,963","2,082","2,070","1,260","1,124","2,210"
"50-54","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","1,944","1,210","1,650","1,552","1,376","1,468","2,155","2,683","1,500","1,937","1,253","670","2,639","971","2,163"
"50-54","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","1,963","1,610","1,183","1,464","1,287","1,265","1,735","2,036","1,674","2,186","2,263","816","3,049","1,327","2,717"
"50-54","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","1,989","2,018","2,337","1,857","2,177","2,268","2,750","2,470","2,778","2,720","2,850","2,653","1,614","1,725","2,484"
"50-54","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","1,559","1,535","2,477","2,264","2,019","1,775","1,895","2,015","3,077","2,546","2,121","2,862","2,724","2,856","3,350"
"50-54","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","1,656","1,444","1,355","1,352","1,480","1,265","1,594","1,837","1,926","2,284","1,622","1,473","1,274","2,723","1,638"
"50-54","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","1,815","1,586","1,542","1,121","1,268","1,168","1,182","1,151","1,627","1,663","1,937","1,627","2,135","2,875","1,183"
"50-54","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","1,559","1,604","1,512","714","1,910","1,913","1,231","1,387","1,956","2,304","3,132","1,909","1,182","1,464","2,795"
"50-54","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","1,213","1,501","991","1,253","1,650","1,518","1,357","1,901","2,219","1,727","2,408","2,098","1,384","1,147","2,903"
"50-54","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","1,425","1,486","1,977","1,853","1,831","2,084","1,809","2,225","2,838","2,541","2,522","2,036","2,523","1,343","1,442"
"50-54","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","870","1,640","1,164","1,979","1,802","1,766","2,188","2,748","3,167","2,417","2,577","1,815","2,351","1,590","1,349"
"50-54","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","1,720","2,497","2,510","1,532","2,180","2,401","2,697","3,060","3,947","2,868","2,617","1,947","1,989","2,816","3,059"
"50-54","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","1,889","1,271","1,662","1,768","2,762","1,944","2,880","2,402","2,951","3,504","2,761","1,688","3,419","1,476","3,466"
"50-54","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","1,616","3,054","2,749","2,433","2,554","1,700","2,970","2,416","2,347","2,664","3,497","2,491","4,983","1,424","4,449"
"50-54","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","1,642","2,109","2,369","2,460","2,730","1,728","2,951","2,242","2,873","2,775","5,690","2,503","4,464","2,353","3,628"
"50-54","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","167","370","316","0","181","199","254","408","500","348","399","338","494","192","439"
"50-54","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","168","130","93","81","157","190","375","279","407","617","318","296","370","199","398"
"50-54","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","952","2,222","1,921","2,131","1,329","1,720","2,043","1,798","2,150","2,176","2,076","1,646","2,037","2,187","2,101"
"50-54","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","808","1,585","1,759","1,865","2,284","2,423","1,891","2,050","2,347","1,876","2,133","2,272","2,294","3,379","2,074"
"50-54","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","1,217","1,544","890","1,457","1,414","1,387","1,449","1,356","1,608","1,195","1,585","837","806","2,584","1,180"
"50-54","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","710","871","908","1,384","1,432","1,172","1,297","1,925","1,529","1,345","1,167","1,798","729","1,572","1,044"
"50-54","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","738","916","1,248","1,220","1,203","1,401","1,232","1,304","1,278","1,433","1,449","1,431","1,576","1,694","640"
"50-54","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","1,270","929","1,305","1,160","1,235","1,076","902","973","1,189","1,449","1,968","1,337","955","982","1,034"
"50-54","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","764","1,209","945","524","891","1,820","1,120","1,312","1,270","1,842","2,326","1,428","1,282","1,749","968"
"50-54","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","758","1,170","787","651","1,108","1,568","1,131","796","1,561","1,917","3,608","2,273","1,529","1,282","1,203"
"50-54","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","1,786","2,217","1,563","2,411","2,229","2,255","2,718","2,102","3,419","3,421","2,619","2,149","863","1,612","1,509"
"50-54","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","1,747","2,259","1,905","2,518","2,094","1,263","2,466","2,398","2,815","3,474","1,574","1,959","1,636","1,472","1,437"
"50-54","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","2,106","1,980","3,293","1,745","2,448","2,489","2,820","2,489","3,808","3,592","3,003","3,057","1,947","1,143","1,823"
"50-54","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","1,350","2,191","2,935","2,502","2,644","1,796","2,864","2,914","3,559","3,013","1,774","2,150","2,420","3,240","1,984"
"50-54","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","929","1,793","1,488","1,288","1,304","1,313","1,750","2,044","1,700","2,063","1,228","1,932","1,883","1,777","1,147"
"50-54","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","1,064","1,199","881","1,228","1,264","1,211","1,670","1,149","1,540","1,881","892","2,178","1,888","1,259","1,677"
"50-54","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","1,038","1,166","1,386","1,127","1,059","1,195","1,455","1,149","1,248","888","1,841","1,324","1,430","784","1,220"
"50-54","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","1,554","899","992","978","957","1,039","1,259","1,735","1,680","1,087","1,408","1,840","1,171","1,098","1,367"
"50-54","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","1,606","1,314","1,224","1,777","1,430","1,928","1,219","2,175","1,722","1,645","1,407","1,970","1,872","1,144","1,607"
"50-54","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","1,550","1,116","1,084","1,005","1,224","1,724","1,718","1,262","1,316","1,749","1,901","1,000","1,510","1,330","1,318"
"50-54","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","15,619","16,884","16,188","16,586","18,227","21,325","22,823","25,742","28,255","26,691","18,252","22,471","21,199","26,883","28,227"
"50-54","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","12,927","14,744","13,857","16,724","21,799","22,536","21,094","24,797","29,142","28,067","20,176","25,414","28,069","30,272","32,621"
"50-54","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26,883","28,227"
"50-54","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30,272","32,621"
